customer_id,recency,frequency,monetary,Cluster
C138133,635,1,4801.28,2
C138136,732,1,35.84,2
C138138,477,1,7502.0,1
C138139,768,1,5.23,2
C138141,764,1,7502.0,2
C138142,157,1,60.6,0
C138143,572,1,2400.68,2
C138145,622,1,300.08,2
C138147,540,1,573.44,2
C138148,402,1,130.75,2
C138150,8,1,20.92,0
C138152,236,1,40.66,0
C138159,640,1,187.68,2
C138164,267,1,5.23,0
C138165,6,1,650.56,0
C138178,525,1,365.94,2
C138181,480,1,1200.32,2
C138187,619,1,130.75,2
C138193,461,1,4801.28,2
C138195,516,1,242.4,2
C138196,385,1,300.08,0
C138198,331,1,1050.0,0
C138203,635,1,105.57,2
C138210,646,1,9602.72,1
C138212,6,1,2700.7200000000003,0
C138213,590,1,9450.0,1
C138219,145,1,1016.5,0
C138226,243,1,300.08,0
C138231,620,1,300.08,2
C138232,731,1,365.94,2
C138242,354,1,105.57,0
C138243,563,1,130.75,2
C138247,145,1,16800.0,1
C138250,650,1,2700.7200000000003,2
C138252,444,1,187.68,2
C138253,204,1,130.75,0
C138254,770,1,2400.68,2
C138257,630,1,7502.0,2
C138259,729,1,1200.32,2
C138267,39,1,20.92,0
C138277,389,1,1200.32,0
C138278,6,1,4801.28,0
C138279,2,1,365.94,0
C138281,403,1,896.0,2
C138284,326,1,1016.5,0
C138286,372,1,2700.7200000000003,0
C138288,193,1,15004.25,1
C138290,666,1,300.08,2
C138293,492,1,300.08,2
C138296,630,1,378.75,2
C138297,634,1,11.73,2
C138298,422,1,300.08,2
C138301,628,1,573.44,2
C138306,599,1,4801.28,2
C138314,218,1,365.94,0
C138315,704,1,162.64,2
C138316,163,1,650.56,0
C138319,755,1,2700.7200000000003,2
C138321,535,1,600.17,2
C138323,788,1,2700.7200000000003,2
C138327,684,1,20.92,2
C138330,697,1,1200.32,2
C138334,270,1,105.57,0
C138337,591,1,136.35000000000002,2
C138345,2,1,650.56,0
C138347,484,1,2700.7200000000003,2
C138348,383,1,162.64,0
C138351,71,1,2700.7200000000003,0
C138357,659,1,2700.7200000000003,2
C138358,164,1,600.17,0
C138360,48,1,7502.0,0
C138364,385,1,293.25,0
C138366,100,1,20.92,0
C138368,771,1,1016.5,2
C138370,677,1,300.08,2
C138372,245,1,7502.0,1
C138373,126,1,1200.32,0
C138374,397,1,2700.7200000000003,0
C138379,15,1,35.84,0
C138381,358,1,15004.25,1
C138383,733,1,5.23,2
C138388,443,1,600.17,2
C138393,681,1,47.07,2
C138394,19,1,300.08,0
C138401,51,1,40.66,0
C138402,227,1,4801.28,0
C138403,719,1,4801.28,2
C138406,212,1,7502.0,1
C138408,640,1,130.75,2
C138409,163,1,15.15,0
C138412,107,1,35.84,0
C138416,418,1,47.07,2
C138423,189,1,2700.7200000000003,0
C138425,290,1,650.56,0
C138427,162,1,2700.7200000000003,0
C138428,549,1,5.23,2
C138430,518,1,83.68,2
C138432,785,1,896.0,2
C138435,369,1,46.92,0
C138439,424,1,4801.28,2
C138444,291,1,7502.0,1
C138447,24,1,1200.32,0
C138457,536,1,2700.7200000000003,2
C138458,751,1,242.4,2
C138459,591,1,5.23,2
C138460,329,1,300.08,0
C138461,755,1,4200.0,2
C138463,152,1,4801.28,0
C138470,773,1,20.92,2
C138475,427,1,2400.68,2
C138481,208,1,1200.32,0
C138482,156,1,162.64,0
C138484,299,1,300.08,0
C138486,323,1,4801.28,0
C138487,711,1,143.36,2
C138489,526,1,1016.5,2
C138491,161,1,26250.0,1
C138492,564,1,300.08,2
C138497,417,1,1200.32,2
C138499,617,1,7502.0,1
C138503,16,1,2700.7200000000003,0
C138505,272,1,47.07,0
C138507,249,1,83.68,0
C138509,67,1,20.92,0
C138510,559,1,1016.5,2
C138512,78,1,9602.72,1
C138519,352,1,4801.28,0
C138521,139,1,40.66,0
C138525,427,1,600.17,2
C138529,360,1,4801.28,0
C138530,225,1,7502.0,1
C138531,504,1,9450.0,1
C138532,688,1,300.08,2
C138537,779,1,83.68,2
C138538,680,1,4801.28,2
C138541,566,1,2700.7200000000003,2
C138545,523,1,300.08,2
C138546,774,1,1016.5,2
C138548,73,1,573.44,0
C138550,791,1,130.75,2
C138554,684,1,46.92,2
C138555,432,1,7502.0,1
C138556,422,1,2700.7200000000003,2
C138558,262,1,242.4,0
C138560,601,1,143.36,2
C138563,490,1,26250.0,1
C138567,196,1,26250.0,1
C138571,395,1,365.94,0
C138573,75,1,130.75,0
C138577,596,1,365.94,2
C138578,725,1,15.15,2
C138582,269,1,4801.28,0
C138589,554,1,4801.28,2
C138591,227,1,300.08,0
C138592,497,1,20.92,2
C138594,396,1,1016.5,0
C138595,221,1,83.68,0
C138598,344,1,83.68,0
C138606,772,1,2700.7200000000003,2
C138609,696,1,7502.0,2
C138611,55,1,83.68,0
C138613,13,1,130.75,0
C138618,242,1,40.66,0
C138623,200,1,300.08,0
C138627,598,1,7502.0,1
C138631,795,1,7502.0,2
C138639,412,1,7502.0,1
C138642,323,1,2700.7200000000003,0
C138646,176,1,26250.0,1
C138647,113,1,300.08,0
C138649,754,1,4801.28,2
C138653,534,1,2700.7200000000003,2
C138655,68,1,378.75,0
C138656,649,1,20.92,2
C138657,80,1,1200.32,0
C138665,367,1,1200.32,0
C138666,670,1,9450.0,1
C138667,765,1,7502.0,2
C138675,126,1,20.92,0
C138676,775,1,650.56,2
C138677,52,1,1050.0,0
C138680,655,1,365.94,2
C138682,627,1,9450.0,1
C138689,521,1,7502.0,1
C138690,537,1,300.08,2
C138695,432,1,47.07,2
C138696,352,1,130.75,0
C138697,494,1,2700.7200000000003,2
C138701,404,1,322.56,2
C138706,529,1,40.66,2
C138708,447,1,20.92,2
C138712,594,1,1200.32,2
C138715,330,1,300.08,0
C138717,736,1,105.57,2
C138718,504,1,5401.53,2
C138721,674,1,130.75,2
C138724,156,1,9602.72,1
C138727,163,1,4801.28,0
C138731,255,1,9602.72,1
C138733,149,1,650.56,0
C138744,520,1,20.92,2
C138747,649,1,2400.68,2
C138749,571,1,4801.28,2
C138755,535,1,35.84,2
C138761,364,1,7502.0,1
C138767,475,1,4801.28,2
C138769,34,1,4801.28,0
C138771,640,1,143.36,2
C138774,220,1,7502.0,1
C138780,379,1,7502.0,1
C138784,635,1,1016.5,2
C138787,546,1,650.56,2
C138789,118,1,300.08,0
C138790,531,1,46.92,2
C138791,598,1,60.6,2
C138792,726,1,35.84,2
C138795,314,1,1200.32,0
C138799,651,1,4801.28,2
C138801,592,1,9602.72,1
C138804,280,1,300.08,0
C138810,198,1,293.25,0
C138812,555,1,130.75,2
C138814,491,1,4801.28,2
C138815,638,1,600.17,2
C138817,119,1,162.64,0
C138822,784,1,46.92,2
C138827,119,1,11.73,0
C138829,255,1,83.68,0
C138843,666,1,4801.28,2
C138847,67,1,650.56,0
C138852,393,1,7502.0,1
C138855,3,1,896.0,0
C138856,462,1,365.94,2
C138865,593,1,300.08,2
C138866,788,1,7502.0,2
C138875,790,1,378.75,2
C138877,69,1,322.56,0
C138878,96,1,1016.5,0
C138886,611,1,130.75,2
C138889,567,1,15004.25,1
C138891,169,1,365.94,0
C138892,41,1,242.4,0
C138893,628,1,1016.5,2
C138902,160,1,300.08,0
C138905,410,1,5.23,2
C138907,679,1,15.15,2
C138908,780,1,4801.28,2
C138910,250,1,47.07,0
C138914,340,1,4801.28,0
C138915,394,1,365.94,0
C138916,386,1,4801.28,0
C138918,399,1,600.17,2
C138923,783,1,1200.32,2
C138928,681,1,300.08,2
C138929,282,1,600.17,0
C138931,228,1,1050.0,0
C138933,189,1,5401.53,0
C138936,286,1,60.6,0
C138941,1,1,15.15,0
C138945,332,1,2400.68,0
C138946,332,1,600.17,0
C138949,763,1,7502.0,2
C138950,147,1,7502.0,1
C138959,657,1,365.94,2
C138962,467,1,1200.32,2
C138963,728,1,896.0,2
C138967,794,1,1200.32,2
C138973,94,1,1200.32,0
C138976,182,1,600.17,0
C138977,689,1,1200.32,2
C138978,49,1,130.75,0
C138984,684,1,40.66,2
C138988,609,1,322.56,2
C138991,414,1,365.94,2
C138992,359,1,4801.28,0
C138993,667,1,1200.32,2
C138996,625,1,242.4,2
C138998,767,1,1200.32,2
C139000,431,1,573.44,2
C139001,387,1,322.56,0
C139002,717,1,130.75,2
C139004,414,1,83.68,2
C139007,273,1,2700.7200000000003,0
C139008,137,1,300.08,0
C139009,762,1,2400.68,2
C139011,765,1,47.07,2
C139014,541,1,7502.0,1
C139018,517,1,7502.0,1
C139019,458,1,293.25,2
C139024,29,1,1200.32,0
C139026,433,1,4801.28,2
C139027,67,1,1050.0,0
C139034,416,1,4801.28,2
C139038,491,1,300.08,2
C139040,372,1,650.56,0
C139042,442,1,322.56,2
C139043,344,1,20.92,0
C139046,784,1,136.35000000000002,2
C139048,101,1,600.17,0
C139050,687,1,896.0,2
C139054,392,1,2700.7200000000003,0
C139055,493,1,600.17,2
C139060,458,1,83.68,2
C139065,663,1,16800.0,1
C139066,143,1,1200.32,0
C139067,596,1,47.07,2
C139068,762,1,4200.0,2
C139070,270,1,300.08,0
C139074,781,1,60.6,2
C139077,302,1,7502.0,1
C139080,469,1,365.94,2
C139081,47,1,60.6,0
C139082,726,1,242.4,2
C139084,299,1,322.56,0
C139087,137,1,4801.28,0
C139089,557,1,187.68,2
C139096,585,1,7502.0,1
C139099,560,1,600.17,2
C139103,38,1,4801.28,0
C139105,38,1,4801.28,0
C139106,216,1,300.08,0
C139108,712,1,365.94,2
C139109,692,1,4801.28,2
C139110,532,1,2700.7200000000003,2
C139114,621,1,20.92,2
C139116,540,1,300.08,2
C139118,754,1,650.56,2
C139119,733,1,1200.32,2
C139125,475,1,105.57,2
C139128,782,1,40.66,2
C139130,482,1,300.08,2
C139131,724,1,162.64,2
C139132,283,1,1200.32,0
C139133,482,1,35.84,2
C139135,563,1,47.07,2
C139144,499,1,162.64,2
C139145,145,1,7502.0,1
C139149,191,1,105.57,0
C139150,274,1,1200.32,0
C139153,89,1,9602.72,1
C139155,611,1,300.08,2
C139156,206,1,7502.0,1
C139161,341,1,365.94,0
C139166,647,1,1200.32,2
C139167,391,1,2700.7200000000003,0
C139168,377,1,4200.0,0
C139174,206,1,365.94,0
C139177,344,1,300.08,0
C139179,319,1,5.23,0
C139181,354,1,1016.5,0
C139182,746,1,1200.32,2
C139185,33,1,4801.28,0
C139191,400,1,2700.7200000000003,2
C139196,497,1,4801.28,2
C139199,215,1,4801.28,0
C139203,651,1,9602.72,1
C139204,746,1,2700.7200000000003,2
C139207,496,1,130.75,2
C139209,69,1,130.75,0
C139211,597,1,1200.32,2
C139213,404,1,300.08,2
C139214,446,1,4801.28,2
C139215,470,1,322.56,2
C139222,75,1,15004.25,1
C139223,573,1,7502.0,1
C139231,315,1,7502.0,1
C139233,72,1,7502.0,0
C139237,785,1,7502.0,2
C139241,27,1,4801.28,0
C139243,415,1,1050.0,2
C139244,402,1,4200.0,2
C139249,5,1,1016.5,0
C139250,612,1,4801.28,2
C139266,753,1,143.36,2
C139271,435,1,365.94,2
C139272,154,1,7502.0,1
C139273,368,1,46.92,0
C139279,412,1,573.44,2
C139280,285,1,573.44,0
C139288,361,1,650.56,0
C139289,287,1,4801.28,0
C139296,675,1,300.08,2
C139301,446,1,2700.7200000000003,2
C139304,653,1,5.23,2
C139305,495,1,7502.0,1
C139306,645,1,15.15,2
C139307,598,1,4801.28,2
C139309,278,1,365.94,0
C139313,57,1,130.75,0
C139323,48,1,365.94,0
C139330,568,1,650.56,2
C139331,695,1,293.25,2
C139332,426,1,7502.0,1
C139336,61,1,896.0,0
C139338,642,1,5401.53,2
C139340,762,1,40.66,2
C139342,788,1,83.68,2
C139344,415,1,26250.0,1
C139347,127,1,2400.68,0
C139354,14,1,40.66,0
C139358,359,1,1200.32,0
C139359,349,1,83.68,0
C139366,472,1,5.23,2
C139370,683,1,9450.0,1
C139373,286,1,9602.72,1
C139386,392,1,242.4,0
C139389,256,1,7502.0,1
C139391,121,1,16800.0,1
C139394,599,1,573.44,2
C139399,255,1,9602.72,1
C139400,366,1,5401.53,0
C139404,511,1,7502.0,1
C139406,277,1,300.08,0
C139407,794,1,300.08,2
C139409,178,1,300.08,0
C139411,194,1,11.73,0
C139412,444,1,40.66,2
C139415,452,1,300.08,2
C139421,45,1,650.56,0
C139426,771,1,136.35000000000002,2
C139427,740,1,35.84,2
C139428,457,1,650.56,2
C139434,303,1,16800.0,1
C139440,188,1,2400.68,0
C139447,582,1,896.0,2
C139453,607,1,650.56,2
C139462,96,1,300.08,0
C139468,22,1,162.64,0
C139470,754,1,2700.7200000000003,2
C139472,184,1,35.84,0
C139473,549,1,130.75,2
C139476,693,1,2700.7200000000003,2
C139481,154,1,187.68,0
C139482,192,1,105.57,0
C139494,621,1,15.15,2
C139495,794,1,7502.0,2
C139496,697,1,83.68,2
C139501,562,1,130.75,2
C139503,264,1,7502.0,1
C139507,126,1,143.36,0
C139510,70,1,300.08,0
C139511,224,1,162.64,0
C139512,162,1,1016.5,0
C139515,408,1,2700.7200000000003,2
C139518,413,1,1016.5,2
C139523,357,1,143.36,0
C139535,390,1,7502.0,1
C139539,105,1,1200.32,0
C139554,529,1,650.56,2
C139556,467,1,896.0,2
C139560,127,1,1016.5,0
C139566,385,1,1200.32,0
C139568,236,1,650.56,0
C139569,344,1,600.17,0
C139574,532,1,4801.28,2
C139576,39,1,7502.0,0
C139579,5,1,162.64,0
C139583,385,1,242.4,0
C139587,0,1,2700.7200000000003,0
C139588,153,1,143.36,0
C139590,367,1,15004.25,1
C139592,744,1,130.75,2
C139595,683,1,40.66,2
C139596,134,1,378.75,0
C139598,220,1,1016.5,0
C139599,374,1,300.08,0
C139604,587,1,2700.7200000000003,2
C139611,137,1,2700.7200000000003,0
C139612,704,1,130.75,2
C139613,461,1,83.68,2
C139620,574,1,2700.7200000000003,2
C139623,768,1,15004.25,1
C139624,372,1,1050.0,0
C139626,77,1,130.75,0
C139628,121,1,7502.0,0
C139629,738,1,2400.68,2
C139631,566,1,7502.0,1
C139634,414,1,83.68,2
C139637,593,1,4801.28,2
C139641,630,1,2700.7200000000003,2
C139643,465,1,378.75,2
C139650,340,1,7502.0,1
C139651,76,1,143.36,0
C139654,154,1,4801.28,0
C139655,706,1,4200.0,2
C139660,196,1,300.08,0
C139661,138,1,40.66,0
C139663,196,1,187.68,0
C139664,36,1,20.92,0
C139666,469,1,130.75,2
C139668,413,1,47.07,2
C139669,172,1,143.36,0
C139673,221,1,2700.7200000000003,0
C139675,390,1,162.64,0
C139679,710,1,7502.0,2
C139680,781,1,143.36,2
C139682,146,1,1016.5,0
C139687,181,1,1016.5,0
C139688,762,1,35.84,2
C139689,511,1,130.75,2
C139691,759,1,47.07,2
C139695,411,1,242.4,2
C139696,207,1,15004.25,1
C139698,445,1,5401.53,2
C139700,607,1,130.75,2
C139702,750,1,1200.32,2
C139704,791,1,300.08,2
C139705,661,1,7502.0,2
C139708,441,1,2700.7200000000003,2
C139710,277,1,5401.53,0
C139714,762,1,11.73,2
C139717,114,1,1016.5,0
C139718,638,1,2700.7200000000003,2
C139726,457,1,4801.28,2
C139732,438,1,15.15,2
C139736,434,1,2700.7200000000003,2
C139738,721,1,7502.0,2
C139741,276,1,365.94,0
C139742,259,1,162.64,0
C139743,775,1,26250.0,1
C139745,585,1,83.68,2
C139748,454,1,2700.7200000000003,2
C139749,262,1,573.44,0
C139750,154,1,26250.0,1
C139756,709,1,5.23,2
C139757,462,1,35.84,2
C139758,167,1,573.44,0
C139759,119,1,130.75,0
C139761,580,1,2400.68,2
C139763,315,1,60.6,0
C139765,189,1,47.07,0
C139766,581,1,365.94,2
C139767,755,1,322.56,2
C139768,519,1,130.75,2
C139770,516,1,2700.7200000000003,2
C139772,614,1,187.68,2
C139775,184,1,130.75,0
C139777,365,1,187.68,0
C139781,549,1,1016.5,2
C139783,613,1,5.23,2
C139785,113,1,896.0,0
C139794,194,1,573.44,0
C139796,764,1,573.44,2
C139797,28,1,242.4,0
C139798,586,1,5401.53,2
C139811,734,1,300.08,2
C139812,334,1,5.23,0
C139813,430,1,9602.72,1
C139814,225,1,4801.28,0
C139815,6,1,130.75,0
C139818,427,1,322.56,2
C139820,244,1,4801.28,0
C139825,749,1,2700.7200000000003,2
C139826,209,1,35.84,0
C139828,695,1,1200.32,2
C139834,35,1,35.84,0
C139838,732,1,1200.32,2
C139839,707,1,5401.53,2
C139840,597,1,600.17,2
C139847,308,1,322.56,0
C139848,160,1,2400.68,0
C139854,199,1,83.68,0
C139856,562,1,2700.7200000000003,2
C139859,312,1,40.66,0
C139870,354,1,162.64,0
C139873,128,1,5.23,0
C139874,39,1,600.17,0
C139878,21,1,300.08,0
C139879,122,1,365.94,0
C139888,315,1,9602.72,1
C139891,177,1,1200.32,0
C139892,509,1,5.23,2
C139896,664,1,293.25,2
C139897,82,1,130.75,0
C139900,497,1,1200.32,2
C139904,91,1,16800.0,1
C139912,135,1,896.0,0
C139917,326,1,26250.0,1
C139919,26,1,105.57,0
C139927,711,1,20.92,2
C139930,87,1,650.56,0
C139934,147,1,378.75,0
C139935,332,1,650.56,0
C139941,91,1,300.08,0
C139942,761,1,15.15,2
C139946,10,1,9450.0,1
C139949,547,1,20.92,2
C139953,241,1,322.56,0
C139956,566,1,896.0,2
C139958,795,1,130.75,2
C139960,216,1,650.56,0
C139962,324,1,2700.7200000000003,0
C139963,420,1,1200.32,2
C139964,345,1,15004.25,1
C139967,292,1,293.25,0
C139968,682,1,378.75,2
C139969,48,1,143.36,0
C139972,612,1,130.75,2
C139974,580,1,2700.7200000000003,2
C139978,164,1,7502.0,1
C139979,108,1,2700.7200000000003,0
C139985,586,1,5.23,2
C139987,568,1,573.44,2
C139998,675,1,15004.25,1
C140000,432,1,1200.32,2
C140002,383,1,35.84,0
C140004,622,1,300.08,2
C140005,425,1,20.92,2
C140006,142,1,2700.7200000000003,0
C140007,114,1,15.15,0
C140011,438,1,1200.32,2
C140014,779,1,4801.28,2
C140017,424,1,322.56,2
C140023,345,1,40.66,0
C140027,574,1,4801.28,2
C140031,32,1,1200.32,0
C140032,559,1,300.08,2
C140035,768,1,83.68,2
C140036,686,1,300.08,2
C140037,348,1,7502.0,1
C140039,420,1,300.08,2
C140055,222,1,600.17,0
C140061,141,1,105.57,0
C140067,75,1,162.64,0
C140070,703,1,130.75,2
C140071,313,1,1200.32,0
C140074,353,1,7502.0,1
C140075,415,1,300.08,2
C140077,73,1,4801.28,0
C140082,546,1,600.17,2
C140084,88,1,130.75,0
C140086,136,1,650.56,0
C140091,122,1,650.56,0
C140092,661,1,143.36,2
C140093,212,1,322.56,0
C140095,624,1,130.75,2
C140096,783,1,1200.32,2
C140098,467,1,47.07,2
C140099,448,1,83.68,2
C140100,740,1,2700.7200000000003,2
C140101,514,1,300.08,2
C140102,407,1,7502.0,1
C140104,403,1,7502.0,1
C140106,322,1,130.75,0
C140110,133,1,365.94,0
C140112,639,1,1200.32,2
C140120,57,1,5401.53,0
C140121,520,1,1050.0,2
C140125,620,1,573.44,2
C140126,305,1,4801.28,0
C140130,126,1,40.66,0
C140131,359,1,600.17,0
C140134,426,1,1050.0,2
C140138,678,1,7502.0,2
C140142,29,1,35.84,0
C140146,490,1,9602.72,1
C140148,635,1,322.56,2
C140152,225,1,896.0,0
C140154,778,1,293.25,2
C140165,404,1,143.36,2
C140167,21,1,2700.7200000000003,0
C140170,522,1,300.08,2
C140171,525,1,2700.7200000000003,2
C140178,640,1,4801.28,2
C140181,256,1,9602.72,1
C140182,603,1,11.73,2
C140183,144,1,378.75,0
C140186,513,1,47.07,2
C140190,721,1,35.84,2
C140191,299,1,83.68,0
C140196,61,1,7502.0,0
C140197,697,1,300.08,2
C140198,481,1,2700.7200000000003,2
C140199,347,1,4801.28,0
C140203,698,1,300.08,2
C140204,661,1,130.75,2
C140210,516,1,378.75,2
C140212,195,1,600.17,0
C140219,321,1,40.66,0
C140224,284,1,187.68,0
C140229,365,1,7502.0,1
C140232,523,1,20.92,2
C140240,340,1,5.23,0
C140241,712,1,60.6,2
C140249,398,1,143.36,0
C140251,119,1,2700.7200000000003,0
C140252,439,1,83.68,2
C140253,517,1,187.68,2
C140256,185,1,650.56,0
C140258,310,1,7502.0,1
C140259,153,1,47.07,0
C140260,473,1,7502.0,1
C140262,627,1,1016.5,2
C140266,111,1,4801.28,0
C140268,60,1,7502.0,0
C140269,709,1,136.35000000000002,2
C140271,70,1,143.36,0
C140272,108,1,1200.32,0
C140274,497,1,105.57,2
C140276,500,1,365.94,2
C140277,492,1,187.68,2
C140281,477,1,7502.0,1
C140283,108,1,7502.0,0
C140286,264,1,2400.68,0
C140287,191,1,2700.7200000000003,0
C140290,623,1,26250.0,1
C140291,587,1,136.35000000000002,2
C140292,335,1,300.08,0
C140293,107,1,40.66,0
C140295,654,1,5.23,2
C140296,475,1,130.75,2
C140305,37,1,35.84,0
C140309,83,1,83.68,0
C140321,619,1,1016.5,2
C140323,664,1,83.68,2
C140324,67,1,11.73,0
C140327,92,1,7502.0,0
C140328,359,1,187.68,0
C140331,98,1,2400.68,0
C140335,88,1,300.08,0
C140336,120,1,4200.0,0
C140339,647,1,5.23,2
C140341,19,1,600.17,0
C140342,9,1,7502.0,0
C140345,173,1,600.17,0
C140347,136,1,365.94,0
C140353,553,1,5401.53,2
C140355,149,1,162.64,0
C140356,563,1,2700.7200000000003,2
C140361,327,1,293.25,0
C140367,302,1,1016.5,0
C140369,613,1,1200.32,2
C140372,222,1,11.73,0
C140373,494,1,46.92,2
C140377,794,1,1200.32,2
C140378,112,1,378.75,0
C140379,17,1,20.92,0
C140382,735,1,1200.32,2
C140383,9,1,293.25,0
C140384,623,1,4801.28,2
C140390,95,1,162.64,0
C140393,600,1,11.73,2
C140394,416,1,83.68,2
C140395,143,1,2700.7200000000003,0
C140396,486,1,7502.0,1
C140398,255,1,650.56,0
C140402,686,1,2700.7200000000003,2
C140404,93,1,9602.72,1
C140412,495,1,130.75,2
C140413,257,1,40.66,0
C140418,571,1,5401.53,2
C140427,341,1,83.68,0
C140428,761,1,4801.28,2
C140430,383,1,5.23,0
C140432,551,1,162.64,2
C140445,411,1,136.35000000000002,2
C140448,400,1,300.08,2
C140451,263,1,4801.28,0
C140454,240,1,1200.32,0
C140463,611,1,2400.68,2
C140464,641,1,5.23,2
C140465,783,1,1050.0,2
C140466,9,1,896.0,0
C140467,47,1,1200.32,0
C140468,728,1,20.92,2
C140469,650,1,5401.53,2
C140473,237,1,1016.5,0
C140476,123,1,7502.0,0
C140478,292,1,5.23,0
C140484,439,1,896.0,2
C140487,711,1,60.6,2
C140488,635,1,650.56,2
C140492,752,1,4801.28,2
C140495,519,1,83.68,2
C140506,212,1,300.08,0
C140510,463,1,1200.32,2
C140512,66,1,896.0,0
C140517,337,1,4801.28,0
C140520,197,1,300.08,0
C140521,568,1,573.44,2
C140522,360,1,83.68,0
C140524,757,1,4801.28,2
C140525,157,1,47.07,0
C140529,622,1,4801.28,2
C140532,615,1,4801.28,2
C140533,432,1,5.23,2
C140541,219,1,2700.7200000000003,0
C140543,586,1,9450.0,1
C140545,124,1,83.68,0
C140549,153,1,600.17,0
C140550,387,1,162.64,0
C140552,314,1,300.08,0
C140553,747,1,35.84,2
C140558,270,1,40.66,0
C140560,603,1,2400.68,2
C140563,551,1,2700.7200000000003,2
C140564,399,1,300.08,2
C140567,264,1,15004.25,1
C140569,235,1,2700.7200000000003,0
C140578,736,1,1200.32,2
C140579,629,1,5.23,2
C140584,107,1,2700.7200000000003,0
C140585,234,1,4801.28,0
C140586,263,1,47.07,0
C140591,628,1,47.07,2
C140598,425,1,242.4,2
C140601,305,1,162.64,0
C140605,685,1,365.94,2
C140606,63,1,1200.32,0
C140610,409,1,105.57,2
C140611,404,1,1200.32,2
C140613,543,1,1016.5,2
C140619,401,1,293.25,2
C140620,406,1,15004.25,1
C140626,223,1,5.23,0
C140629,666,1,4801.28,2
C140631,404,1,130.75,2
C140632,386,1,5.23,0
C140638,29,1,162.64,0
C140639,250,1,16800.0,1
C140640,442,1,1050.0,2
C140641,681,1,2700.7200000000003,2
C140645,15,1,4801.28,0
C140647,666,1,573.44,2
C140648,440,1,600.17,2
C140656,695,1,7502.0,2
C140661,304,1,143.36,0
C140666,189,1,7502.0,1
C140669,672,1,47.07,2
C140670,63,1,15.15,0
C140677,277,1,4801.28,0
C140680,103,1,896.0,0
C140681,583,1,143.36,2
C140682,268,1,4200.0,0
C140683,15,1,15.15,0
C140684,391,1,300.08,0
C140685,777,1,9602.72,1
C140692,657,1,1200.32,2
C140693,485,1,300.08,2
C140695,530,1,4801.28,2
C140696,436,1,162.64,2
C140697,356,1,1016.5,0
C140701,526,1,15004.25,1
C140702,776,1,5.23,2
C140708,371,1,1200.32,0
C140714,442,1,300.08,2
C140725,95,1,1200.32,0
C140727,426,1,2700.7200000000003,2
C140730,448,1,7502.0,1
C140737,173,1,47.07,0
C140741,116,1,130.75,0
C140742,618,1,365.94,2
C140744,555,1,1016.5,2
C140745,606,1,650.56,2
C140750,585,1,1200.32,2
C140756,38,1,600.17,0
C140761,510,1,650.56,2
C140765,657,1,83.68,2
C140766,188,1,4801.28,0
C140770,378,1,322.56,0
C140771,318,1,20.92,0
C140772,561,1,162.64,2
C140774,479,1,300.08,2
C140778,500,1,7502.0,1
C140779,140,1,143.36,0
C140780,520,1,130.75,2
C140792,697,1,896.0,2
C140795,657,1,4801.28,2
C140797,110,1,162.64,0
C140803,722,1,7502.0,2
C140804,720,1,650.56,2
C140807,655,1,20.92,2
C140811,437,1,300.08,2
C140812,464,1,1016.5,2
C140816,598,1,1016.5,2
C140818,440,1,300.08,2
C140824,30,1,300.08,0
C140827,605,1,1016.5,2
C140828,382,1,300.08,0
C140829,139,1,130.75,0
C140833,451,1,5.23,2
C140834,361,1,16800.0,1
C140840,778,1,130.75,2
C140845,405,1,130.75,2
C140852,597,1,322.56,2
C140854,781,1,4801.28,2
C140861,528,1,47.07,2
C140865,631,1,20.92,2
C140866,726,1,4801.28,2
C140867,161,1,896.0,0
C140873,0,1,1200.32,0
C140874,361,1,26250.0,1
C140875,570,1,47.07,2
C140880,666,1,1200.32,2
C140882,305,1,300.08,0
C140890,647,1,20.92,2
C140895,334,1,1200.32,0
C140897,168,1,7502.0,1
C140898,270,1,47.07,0
C140901,774,1,1200.32,2
C140902,605,1,47.07,2
C140906,728,1,7502.0,2
C140910,752,1,9602.72,1
C140912,401,1,1200.32,2
C140913,606,1,7502.0,1
C140914,127,1,7502.0,0
C140919,417,1,47.07,2
C140920,69,1,4801.28,0
C140924,383,1,5401.53,0
C140926,194,1,242.4,0
C140935,107,1,300.08,0
C140938,379,1,2400.68,0
C140943,653,1,5401.53,2
C140947,498,1,300.08,2
C140953,276,1,300.08,0
C140956,524,1,300.08,2
C140966,96,1,40.66,0
C140969,440,1,26250.0,1
C140973,279,1,35.84,0
C140974,583,1,26250.0,1
C140975,233,1,2700.7200000000003,0
C140976,15,1,1200.32,0
C140983,550,1,573.44,2
C140986,748,1,300.08,2
C140988,343,1,136.35000000000002,0
C140990,515,1,15.15,2
C140995,654,1,2700.7200000000003,2
C140996,260,1,7502.0,1
C140997,256,1,300.08,0
C140999,290,1,40.66,0
C141000,475,1,2700.7200000000003,2
C141006,663,1,300.08,2
C141011,509,1,1200.32,2
C141012,681,1,2700.7200000000003,2
C141016,674,1,365.94,2
C141020,612,1,20.92,2
C141021,738,1,1050.0,2
C141025,198,1,365.94,0
C141027,366,1,143.36,0
C141028,520,1,1200.32,2
C141030,643,1,7502.0,2
C141031,394,1,26250.0,1
C141032,457,1,130.75,2
C141034,573,1,20.92,2
C141038,104,1,47.07,0
C141039,583,1,2400.68,2
C141044,4,1,105.57,0
C141045,27,1,2700.7200000000003,0
